customer_id,product_id
373,134
17,102
921,385
102,86
869,375
782,497
569,436
513,279
372,384
800,453
825,448
867,318
193,500
388,264
249,94
936,64
228,485
798,44
59,336
410,49
475,298
760,108
521,27
396,429
132,311
602,1
282,97
152,29
652,248
222,263
607,160
451,438
45,198
320,94
135,369
70,20
827,146
67,47
141,198
284,255
960,398
409,329
476,263
966,244
788,418
45,377
785,487
832,29
294,159
970,418
158,27
300,27
50,479
9,234
742,66
805,22
538,51
67,217
971,220
350,10
47,80
675,125
992,78
290,203
258,445
165,355
826,277
288,53
825,259
498,6
56,454
202,419
803,400
93,173
520,167
342,317
187,282
849,348
365,446
860,267
192,325
39,417
632,435
156,182
972,178
466,214
459,222
353,16
1,209
995,308
535,420
605,301
525,27
867,462
628,477
265,52
148,222
628,463
599,269
966,240
364,425
228,445
721,419
234,177
834,166
446,467
909,382
765,69
234,436
964,75
350,190
257,291
701,128
763,243
105,166
676,369
299,63
912,124
465,12
315,400
430,54
823,378
762,343
553,26
426,335
582,150
190,392
925,388
359,39
525,366
607,30
203,288
359,256
277,353
44,347
972,25
764,181
416,309
637,176
664,187
316,82
158,159
121,135
257,269
685,195
694,345
964,337
98,336
662,196
33,450
989,395
696,300
237,420
972,469
117,282
574,328
343,53
651,159
43,265
808,87
591,120
588,179
7,396
664,42
912,440
520,261
158,4
141,332
326,157
260,345
230,240
762,339
621,142
366,489
498,492
934,472
743,420
940,224
587,74
9,361
624,240
463,235
522,327
97,67
839,483
399,330
324,115
617,112
465,480
678,128
134,314
10,214
714,119
473,403
873,175
898,192
552,385
536,215
566,285
916,414
610,299
293,96
24,351
653,224
4,136
261,45
561,97
265,392
608,69
522,102
349,266
708,453
80,54
67,315
608,369
936,295
83,470
25,484
372,117
339,13
965,72
357,350
340,42
485,410
140,98
168,234
148,443
76,344
478,314
290,241
690,40
934,149
933,54
3,374
698,335
144,242
311,1
621,51
844,171
654,406
808,433
454,458
236,432
819,173
737,470
854,102
945,68
647,117
956,118
590,149
698,205
508,102
561,260
203,223
254,321
276,286
339,395
932,262
845,384
101,482
410,385
268,357
714,399
81,400
288,137
522,109
401,55
830,294
306,388
460,457
803,487
273,9
953,303
834,429
573,180
935,33
520,277
544,82
857,56
40,364
703,51
626,98
646,171
701,207
313,478
60,150
333,282
324,446
913,177
864,4
516,284
781,254
93,312
913,27
719,397
336,381
645,293
811,6
408,467
842,222
942,111
567,360
586,318
260,273
993,405
939,136
798,122
849,464
188,485
621,90
684,95
878,206
148,108
472,382
574,185
830,159
93,267
703,287
266,446
895,184
328,390
4,101
777,221
459,95
351,142
144,24
940,41
15,306
885,200
990,305
646,381
159,113
848,163
736,51
344,218
98,459
994,19
769,390
554,476
799,480
948,78
482,259
528,108
997,384
382,189
619,381
321,339
698,267
32,113
772,375
81,363
387,356
161,444
848,462
638,229
229,92
973,377
306,126
399,5
61,245
673,342
560,178
632,214
794,37
899,190
897,92
310,377
788,295
571,418
927,127
182,329
968,198
83,310
966,396
109,476
307,78
950,105
765,163
762,10
201,329
249,419
43,63
909,403
41,78
431,142
916,376
160,64
131,31
986,218
599,228
920,132
549,341
648,241
554,452
332,334
582,60
555,163
119,109
180,51
385,190
39,361
868,322
909,173
231,206
425,317
187,340
742,281
407,37
779,135
22,39
287,267
520,342
30,372
783,37
772,395
589,189
714,388
158,216
428,212
482,123
306,336
245,312
509,22
148,17
984,250
610,252
372,4
220,123
821,243
222,75
595,110
9,7
283,127
226,166
964,149
500,260
183,433
594,53
939,269
748,14
803,441
512,491
546,137
411,27
815,27
489,29
856,186
653,178
945,416
884,25
70,455
61,407
194,82
795,466
730,255
49,173
337,295
9,6
590,359
178,218
359,35
412,421
205,334
31,347
585,341
25,369
995,96
961,338
8,423
93,449
125,494
122,312
850,27
446,292
293,39
791,7
980,359
999,95
303,283
781,470
660,352
11,8
762,18
607,490
209,57
812,214
500,185
879,63
504,207
98,387
202,300
900,485
46,44
87,67
684,14
833,463
177,379
225,373
543,309
262,375
987,57
316,104
299,317
555,391
957,425
159,304
234,286
911,368
456,461
834,168
743,210
789,358
860,201
298,399
885,142
477,282
242,137
835,236
45,412
784,308
336,108
416,303
402,499
865,251
819,399
858,244
281,447
519,308
5,284
981,57
368,96
833,237
918,59
47,488
637,453
846,343
724,436
152,9
278,21
499,211
996,395
581,121
740,497
775,462
378,211
748,468
132,455
949,284
785,117
399,79
421,178
125,77
482,87
683,468
389,493
683,6
743,499
287,483
41,11
235,241
348,245
888,484
699,364
645,222
558,154
264,206
521,236
143,33
944,132
779,219
893,88
640,64
96,311
783,15
151,283
484,460
991,269
808,446
265,348
26,139
846,345
59,322
76,109
232,169
912,170
579,472
974,319
121,28
744,75
9,401
436,353
931,348
729,197
808,480
249,169
194,403
73,340
465,4
64,408
126,199
945,437
368,322
63,452
206,145
100,372
746,214
439,450
430,403
215,285
663,141
899,196
401,496
251,48
775,356
595,485
263,16
230,76
677,428
861,134
371,190
967,86
55,287
486,140
859,155
552,11
678,234
276,400
436,322
290,435
399,179
589,139
950,450
582,270
912,433
278,80
673,1
353,316
338,129
552,406
315,313
578,266
377,60
342,309
258,409
387,231
182,284
1,151
432,1
979,192
395,71
750,403
873,80
579,147
41,183
742,74
491,44
542,231
980,495
741,430
907,370
624,353
539,34
172,121
368,428
177,156
438,288
84,222
741,316
220,88
242,126
451,431
9,89
994,132
458,216
286,388
420,26
451,123
721,55
620,324
301,319
869,37
714,118
57,406
368,127
20,205
939,43
526,276
434,41
808,358
757,91
357,468
429,173
970,264
328,214
102,447
982,213
138,339
1,129
261,454
879,72
729,422
353,315
180,79
879,322
222,99
966,140
976,388
261,150
204,420
114,128
314,383
993,89
808,270
986,472
869,412
980,214
844,144
724,200
905,392
122,60
412,287
84,68
498,26
725,282
728,418
163,398
435,423
971,312
341,354
354,242
940,240
464,156
839,469
720,131
279,431
890,250
980,444
188,198
41,187
847,34
446,75
764,386
137,340
859,433
301,244
246,404
235,44
67,277
100,168
158,155
690,323
558,113
770,122
845,325
128,183
393,284
518,86
26,376
558,94
229,192
512,452
429,336
821,168
740,8
276,264
304,489
947,95
955,305
182,478
72,426
915,250
395,162
610,221
163,97
468,180
332,477
627,13
764,288
247,415
342,73
439,391
452,231
325,306
713,68
251,413
98,45
665,198
659,466
235,35
40,49
339,263
67,408
487,85
997,204
626,23
912,274
410,326
162,100
718,489
401,6
677,49
298,38
445,362
176,56
750,137
2,486
415,399
263,70
215,209
576,426
436,8
479,275
909,225
727,97
329,488
254,47
42,316
749,77
709,317
96,489
299,228
614,335
691,73
811,347
223,263
351,53
298,189
67,423
704,13
614,164
34,170
321,11
198,337
528,267
851,198
379,245
549,90
191,101
39,246
344,443
371,371
849,367
795,336
461,93
315,89
611,19
936,449
485,304
400,46
593,94
892,310
175,310
586,305
987,92
620,497
508,275
89,455
439,107
544,492
718,198
634,389
172,419
549,422
199,440
303,216
452,285
566,140
379,157
383,305
92,78
890,147
421,296
912,211
621,69
132,332
944,192
234,284
204,179
17,179
430,385
399,293
521,316
23,217
555,384
305,380
148,491
94,159
549,280
544,184
485,215
13,343
182,104
385,230
994,464
256,218
993,69
261,220
261,27
260,425
544,404
437,182
159,282
63,490
410,107
137,104
736,300
484,159
316,251
559,294
120,434
480,496
691,53
653,183
199,64
80,471
47,452
574,32
192,164
699,299
228,323
927,340
588,454
780,497
539,84
222,419
8,299
637,277
858,270
21,233
628,493
457,420
760,97
296,367
460,476
172,251
824,431
297,234
266,166
85,456
445,7
542,163
472,403
406,218
18,55
59,290
870,318
194,470
253,187
411,431
242,187
490,261
760,278
144,331
384,32
628,447
268,294
188,263
589,223
219,292
360,301
725,321
550,396
53,18
157,463
40,192
773,339
211,231
167,367
963,413
206,120
292,31
981,163
936,88
481,330
267,232
972,334
230,46
424,344
851,386
439,50
760,128
192,336
537,116
933,176
346,99
395,490
604,217
190,475
33,477
811,252
692,311
233,303
16,37
410,214
94,126
85,461
438,320
798,447
426,262
822,236
658,49
907,414
431,222
901,319
727,209
660,98
39,227
14,264
475,247
662,460
787,283
827,215
995,242
728,12
697,79
544,247
717,143
329,331
232,182
791,306
16,200
72,435
30,127
353,343
617,500
739,75
63,282
831,168
589,50
900,373
641,181
970,180
789,486
601,471
675,46
765,355
144,66
426,458
151,180
290,240
67,117
303,279
715,422
233,454
96,113
541,334
235,432
350,89
9,380
167,379
55,91
149,277
629,464
945,397
372,150
668,371
120,490
985,349
104,239
865,456
661,234
559,462
708,243
535,71
593,28
516,329
151,133
549,312
830,448
805,45
416,285
804,312
63,168
8,259
154,325
429,233
987,331
167,446
674,135
830,238
645,54
926,258
969,256
644,489
110,174
646,447
946,93
610,373
584,285
874,410
323,212
557,450
146,59
125,467
585,385
590,434
330,182
234,24
979,120
250,467
382,158
944,463
676,79
93,135
787,294
177,241
322,319
893,211
608,347
957,459
75,317
506,444
333,406
204,153
995,194
605,340
50,338
734,191
505,484
395,3
58,289
104,407
637,352
230,127
780,463
544,284
469,77
798,439
299,308
890,71
426,235
821,365
891,346
753,178
957,188
803,100
361,105
8,351
460,135
349,332
425,322
192,479
974,344
987,9
525,317
280,73
739,191
390,437
478,17
13,215
350,5
352,330
614,298
913,284
399,419
132,425
750,5
685,435
776,179
442,90
680,174
711,224
560,437
160,9
182,476
72,288
525,297
456,42
920,45
148,213
970,456
675,313
379,287
367,334
904,92
851,247
788,491
871,422
30,63
590,416
782,499
979,176
724,404
983,208
524,463
521,153
723,406
539,362
43,140
244,494
395,383
552,440
160,354
47,54
295,105
371,105
76,177
157,335
546,452
86,466
395,347
998,227
94,452
827,402
50,85
989,194
608,279
244,292
342,423
985,153
65,339
748,49
93,222
765,96
135,26
435,395
474,161
496,360
203,350
30,425
837,443
916,168
585,313
328,6
426,214
394,189
743,238
319,324
912,450
518,343
680,111
918,457
586,10
158,280
995,274
413,423
39,424
635,101
770,366
624,10
384,371
451,180
658,66
268,236
97,415
869,198
808,170
928,383
683,218
761,248
655,23
389,31
718,191
921,410
870,439
292,423
665,299
664,473
447,218
387,86
124,189
971,134
529,129
853,45
441,137
203,344
303,494
323,59
730,15
399,217
13,359
51,108
710,260
335,214
870,354
464,20
973,37
188,130
657,215
562,296
471,59
293,76
116,296
417,431
181,303
993,324
830,140
55,404
31,47
161,93
56,486
343,161
301,93
139,199
400,235
408,453
395,209
428,200
55,213
931,35
192,110
362,486
758,479
340,186
875,253
966,201
9,335
237,15
24,49
174,388
934,383
472,484
668,414
400,114
484,20
480,427
463,348
674,63
891,275
331,158
106,133
379,491
139,330
626,61
682,147
577,35
381,244
45,78
824,173
749,309
144,280
808,57
485,372
883,293
863,486
732,216
873,382
570,158
68,3
41,397
339,472
75,454
278,145
161,418
450,96
910,81
503,155
899,200
364,215
546,372
783,100
214,185
19,145
679,138
821,454
807,123
673,244
151,275
24,253
85,498
838,29
607,435
628,271
584,292
906,52
500,306
844,276
50,197
783,374
192,284
182,93
189,211
605,416
571,392
978,224
655,169
314,423
21,207
301,397
377,28
884,111
653,234
322,152
588,156
237,219
597,407
67,500
747,279
75,181
555,254
792,483
605,37
316,393
739,369
721,330
210,219
349,86
758,69
888,66
109,137
858,376
844,249
987,348
911,250
275,55
147,92
4,23
283,95
31,79
318,118
742,160
621,291
402,102
899,4
956,412
224,219
425,136
694,25
326,500
739,249
457,164
798,251
740,169
738,164
82,152
478,130
632,123
587,64
927,384
592,435
715,467
571,288
62,145
139,448
175,23
654,487
395,251
861,293
60,279
855,403
830,260
175,130
891,397
244,399
186,127
219,459
245,35
554,8
875,195
941,147
555,408
289,357
40,229
695,316
270,89
301,327
295,413
927,199
137,99
79,141
841,477
744,200
685,40
954,144
678,214
518,110
864,15
608,293
942,349
685,290
256,117
198,204
337,189
299,75
513,219
741,303
409,317
879,24
8,293
909,114
291,189
897,83
177,458
145,17
228,151
931,150
966,113
944,85
681,424
682,222
599,350
418,446
94,313
547,10
366,323
346,69
463,469
721,61
180,52
709,428
368,48
19,124
617,454
31,249
964,390
679,498
691,247
171,281
341,285
287,333
783,398
415,218
851,119
260,150
86,121
46,407
795,444
235,392
963,32
782,2
695,205
608,108
403,347
724,467
378,69
364,449
405,391
817,244
926,22
750,261
50,293
409,149
647,393
979,320
45,191
209,31
371,258
204,463
825,365
824,184
771,326
46,81
605,292
881,69
857,41
934,306
79,9
246,417
426,315
289,252
400,254
838,207
58,348
827,239
148,76
748,147
248,475
590,92
125,168
222,277
176,458
765,140
548,317
316,91
373,491
951,53
892,288
460,87
912,255
396,292
918,476
941,51
150,336
650,47
9,222
646,7
462,368
928,433
927,218
329,214
306,97
270,58
632,222
262,233
410,412
275,284
30,26
15,117
881,144
641,387
800,144
456,456
215,130
598,294
160,52
944,224
803,317
326,94
529,394
56,220
405,331
992,355
352,441
462,45
895,52
143,307
9,445
895,222
470,271
594,240
242,19
430,4
177,262
782,215
551,246
830,259
50,226
423,213
882,145
7,261
692,390
945,498
571,10
250,319
281,500
513,204
701,224
170,124
832,374
235,363
889,292
774,405
56,368
442,311
964,481
835,308
929,9
134,262
666,33
454,338
283,147
855,198
982,348
957,4
867,360
762,259
301,430
456,153
214,23
631,257
831,86
544,76
632,469
398,54
736,226
307,277
410,286
679,149
345,21
572,129
899,100
485,229
853,123
30,184
560,104
782,178
195,356
988,181
772,184
778,352
432,184
152,213
416,114
426,408
890,58
158,38
155,500
987,464
427,416
229,306
363,146
82,436
334,433
907,312
610,287
644,31
400,136
671,190
148,450
511,166
945,260
48,70
306,109
9,398
357,119
363,222
252,279
668,52
21,296
518,97
431,104
881,269
738,199
599,393
723,254
805,358
294,413
354,150
868,392
131,460
660,108
425,447
909,423
137,406
999,230
698,298
496,374
60,231
990,180
316,198
645,64
874,210
826,412
111,354
870,443
397,281
357,356
776,99
641,2
433,210
886,252
214,57
261,195
160,88
167,127
901,329
832,353
433,416
65,342
116,305
748,236
229,342
817,250
931,447
222,404
387,453
548,415
322,76
116,253
509,384
832,290
965,218
382,253
641,1
245,112
560,162
990,409
782,414
49,41
20,425
240,100
442,313
414,113
717,325
958,397
29,279
572,269
745,383
90,50
286,242
12,361
800,131
749,368
297,46
215,380
16,169
183,428
750,82
647,468
859,63
148,206
775,84
966,10
192,3
345,251
910,243
851,103
439,478
849,150
421,59
585,240
563,40
635,117
893,166
457,330
357,369
68,274
314,160
348,476
888,239
991,266
460,355
592,305
172,283
141,350
191,440
607,382
949,376
804,1
439,289
888,333
287,301
45,174
874,389
582,254
849,422
326,37
48,331
685,433
436,194
233,87
725,255
773,218
106,111
117,129
870,250
684,484
91,57
318,7
745,248
873,116
168,215
934,328
260,154
61,294
505,481
934,181
368,101
533,197
870,13
315,372
806,281
93,127
320,248
412,344
564,112
380,386
412,114
753,164
211,262
570,276
636,474
73,308
646,414
49,428
755,67
807,174
288,492
694,316
178,3
346,398
76,480
212,228
400,179
944,460
538,254
383,6
544,308
936,421
824,328
610,472
621,222
162,129
404,79
508,403
916,433
999,312
912,477
607,267
895,322
262,48
619,240
144,124
15,380
112,404
485,496
606,93
917,389
600,325
647,210
349,162
619,448
233,427
736,228
78,160
67,478
646,281
74,411
450,7
149,469
791,434
599,10
74,35
624,292
101,127
382,242
438,223
62,381
671,448
870,456
138,230
287,425
930,302
690,135
745,78
970,326
958,18
602,174
482,126
844,46
805,185
288,103
958,484
77,286
24,282
394,243
96,202
448,173
766,500
256,328
812,164
609,22
952,140
803,448
110,119
296,217
37,299
691,356
384,269
780,64
409,231
305,282
431,100
635,369
97,107
929,276
607,61
819,274
72,213
490,262
812,206
335,56
44,382
850,341
104,298
465,193
357,117
600,487
642,389
545,444
316,115
977,313
888,393
927,34
774,216
701,232
337,256
316,237
106,142
971,23
418,148
297,349
2,112
833,418
744,273
130,109
515,129
607,310
316,404
244,437
42,43
693,341
507,487
291,263
226,112
945,414
657,351
511,376
678,342
625,408
817,491
987,396
861,157
821,204
411,412
446,240
852,196
232,317
740,180
491,410
283,467
987,215
939,214
893,380
434,4
803,113
734,415
67,41
67,248
798,264
830,209
597,250
876,274
583,281
7,65
980,46
813,85
158,480
886,153
235,88
141,410
626,373
777,101
286,71
162,362
926,496
949,448
850,251
957,256
371,281
256,268
137,250
873,225
206,108
424,7
834,361
776,15
764,161
536,459
75,437
672,163
981,67
658,456
883,333
806,206
3,69
278,359
362,441
830,129
817,475
44,458
215,185
322,276
947,61
755,246
54,6
602,357
610,96
122,390
128,328
685,168
621,352
860,207
254,274
685,10
397,76
256,410
878,447
61,275
551,314
506,205
807,447
21,169
992,418
842,476
272,53
770,17
302,173
290,493
537,288
44,129
33,21
164,50
520,128
498,408
456,72
476,116
46,268
37,28
209,342
164,115
945,241
745,424
784,56
178,34
892,32
658,346
163,119
291,124
322,475
221,56
287,373
371,456
991,236
148,163
949,266
789,301
237,391
109,405
345,403
23,448
177,393
25,307
654,328
137,270
193,180
343,94
978,144
61,423
951,482
229,101
430,183
684,457
805,426
200,430
338,211
654,158
857,143
301,63
311,387
882,202
148,83
222,349
956,278
750,313
606,309
461,19
199,10
955,196
96,206
85,286
5,375
248,351
451,178
983,457
359,380
51,130
840,354
974,134
792,491
316,158
61,141
269,424
478,499
45,289
630,231
344,61
767,373
213,454
25,210
32,375
198,24
612,282
352,99
119,231
873,87
204,84
414,98
847,351
872,248
288,16
228,419
70,396
620,41
939,322
411,416
980,295
311,468
525,70
605,200
125,37
246,363
136,52
865,103
484,63
803,486
432,476
477,260
803,497
900,472
585,447
970,288
106,269
430,465
469,32
93,119
77,136
641,57
395,252
510,142
261,254
519,124
1,483
455,334
592,33
820,18
194,203
406,319
302,210
132,248
800,220
857,135
593,492
706,345
147,283
880,390
379,146
831,125
941,246
438,96
931,133
455,110
520,496
100,450
75,249
883,267
794,439
950,193
555,228
284,199
727,488
802,335
719,349
526,140
505,375
110,355
341,14
438,183
503,72
674,437
778,173
712,65
290,488
590,100
947,199
380,324
172,434
490,198
107,154
753,357
405,146
188,78
88,492
909,455
371,427
833,177
647,249
830,369
726,122
549,407
639,464
740,238
712,258
605,30
400,108
408,141
60,225
807,143
343,100
363,490
893,312
351,270
365,465
166,480
293,343
165,65
254,127
663,269
72,161
410,328
946,331
618,419
454,446
558,358
732,96
924,52
17,50
251,174
148,327
922,482
152,415
86,195
261,270
606,392
737,32
906,256
694,176
600,462
810,177
207,463
608,452
399,463
562,342
703,379
590,342
953,327
593,11
172,5
198,297
552,212
393,163
742,199
344,13
997,150
553,25
785,388
228,71
604,286
859,24
637,418
223,484
239,204
646,356
784,398
191,307
232,216
912,97
151,234
287,296
304,159
446,189
585,431
218,448
273,312
893,73
750,476
897,431
802,284
494,380
105,105
565,377
594,332
28,98
155,317
534,448
491,469
59,350
747,132
879,359
75,353
955,267
858,16
202,277
107,368
626,376
602,431
75,493
69,269
823,441
308,331
830,250
373,182
615,23
682,32
297,437
857,142
181,185
160,48
261,75
303,95
535,99
919,448
999,351
911,312
218,331
685,157
230,29
928,24
786,34
767,118
818,4
744,215
132,138
552,33
749,360
11,473
607,156
914,14
707,334
532,246
239,492
362,427
577,173
813,204
148,44
758,326
841,270
961,443
106,336
629,188
608,101
930,100
341,112
379,471
584,74
261,124
711,470
182,302
696,487
32,433
468,499
717,437
620,353
586,399
505,104
69,232
60,461
112,22
148,283
592,184
214,105
522,302
178,145
521,12
456,33
150,206
643,65
428,43
399,484
234,132
535,247
875,13
409,144
81,313
218,70
48,75
641,17
630,42
610,215
626,495
381,474
814,103
999,422
23,411
462,292
772,466
675,360
450,91
336,219
64,280
284,195
833,14
203,62
291,69
905,254
821,54
987,496
137,486
836,69
502,91
944,55
295,441
65,192
670,270
41,87
512,240
623,89
510,173
876,286
713,113
76,110
959,163
288,51
242,119
850,252
647,126
242,375
204,378
594,158
32,312
462,465
543,83
380,317
778,374
193,355
762,145
682,40
197,85
599,396
804,181
212,500
334,97
736,86
177,121
238,109
627,250
770,320
607,193
77,432
192,443
755,216
747,472
67,280
45,185
591,320
432,294
167,191
673,99
312,180
911,271
961,29
718,192
987,444
182,256
173,77
521,103
532,54
221,155
246,418
399,386
651,331
180,314
621,101
588,104
529,92
558,348
262,120
711,395
615,446
631,32
277,28
338,77
154,236
94,1
252,327
521,157
3,17
580,8
275,49
283,145
214,18
357,281
979,216
733,220
134,433
275,500
906,111
72,340
392,206
561,261
955,314
869,117
410,75
35,427
62,42
728,469
432,73
665,104
825,430
972,340
401,120
933,477
278,463
153,49
170,337
584,221
616,113
412,39
592,176
553,306
626,291
671,422
316,213
144,365
599,492
501,130
936,166
398,308
273,71
484,320
888,37
888,458
993,388
336,87
649,71
412,363
8,30
744,484
135,376
934,294
753,371
461,302
289,170
90,267
642,381
246,405
544,373
647,421
585,127
993,45
848,195
359,319
517,153
700,171
232,185
446,354
344,435
240,89
132,435
529,41
249,52
196,346
459,494
968,143
985,49
562,155
550,48
67,43
685,375
747,341
380,78
769,488
305,3
324,207
182,455
305,189
502,215
412,267
945,136
187,463
433,186
685,264
971,372
997,419
351,133
525,45
412,243
550,37
727,232
79,50
890,278
178,137
516,74
735,73
281,241
315,215
931,465
294,465
288,241
555,372
7,241
462,87
605,413
789,250
515,63
994,58
438,422
110,75
651,116
17,172
658,364
369,223
99,194
259,347
192,478
729,176
183,493
951,255
81,469
940,283
378,405
46,261
137,434
542,418
415,488
457,5
414,126
336,198
973,92
588,50
717,125
407,73
360,338
391,454
71,284
178,139
243,244
128,117
950,374
340,11
748,145
203,107
261,442
41,364
138,213
78,300
185,48
283,110
741,257
221,413
266,118
46,232
281,306
364,351
384,395
717,344
710,318
315,48
299,262
156,308
298,422
643,120
761,296
925,362
777,150
609,193
970,171
994,112
114,105
398,356
585,468
426,280
78,390
87,52
305,243
630,453
235,308
92,159
535,210
985,247
585,42
111,233
46,443
135,384
776,473
340,447
742,304
217,258
564,281
355,112
180,360
378,314
691,335
614,368
857,237
930,283
192,416
818,6
221,463
328,475
813,179
621,457
821,85
520,247
25,172
50,380
654,145
202,163
364,277
97,133
573,234
966,279
947,308
181,165
209,485
332,45
485,217
38,437
916,94
687,399
620,303
234,14
595,196
662,287
531,109
24,471
782,26
126,453
592,311
708,411
804,106
591,112
825,442
615,103
957,203
742,67
398,207
210,187
504,69
571,222
311,419
426,173
254,142
155,399
441,169
586,486
75,497
718,303
364,198
895,162
166,167
999,171
377,477
214,85
203,144
651,318
147,184
301,378
447,298
244,380
630,37
414,197
637,121
500,58
731,226
222,6
677,464
566,474
261,110
252,139
575,399
642,312
818,135
985,321
463,468
985,332
779,224
126,102
881,497
668,342
867,441
151,40
208,164
385,441
81,116
802,85
80,440
918,268
447,2
585,126
443,488
404,411
966,11
675,494
335,249
68,375
414,284
649,453
436,115
916,148
397,360
94,142
748,280
386,326
925,440
353,410
93,3
25,467
975,102
94,94
491,411
56,324
642,63
992,151
75,364
795,364
707,53
75,259
891,474
516,254
549,495
299,54
620,331
186,63
655,363
124,369
827,451
681,209
864,222
735,32
116,440
383,428
728,70
98,462
741,120
486,326
445,130
261,453
401,416
320,341
399,277
208,488
262,289
65,5
232,475
453,85
237,248
881,363
527,191
882,354
422,184
107,415
684,183
184,485
435,147
738,447
679,101
284,364
7,310
691,252
418,318
678,3
253,246
830,25
31,105
406,328
136,466
185,448
733,8
398,167
492,13
483,350
609,226
863,117
72,317
834,54
269,76
155,360
604,1
703,93
853,222
164,30
318,184
485,451
175,201
456,167
532,452
325,489
832,489
177,222
595,63
513,266
545,150
630,94
296,249
788,124
102,46
262,324
161,72
277,252
136,280
617,104
119,56
261,288
830,325
647,37
675,90
450,411
301,177
364,131
729,6
259,313
601,159
251,310
97,308
955,381
418,478
491,248
116,179
201,4
918,390
994,94
294,246
664,395
191,425
341,488
175,288
807,384
528,184
934,7
439,310
775,94
393,120
459,14
495,464
509,376
908,469
625,64
449,236
580,16
454,244
470,442
363,244
955,268
721,54
846,100
994,297
987,285
767,338
770,263
518,11
689,180
582,36
380,304
959,415
984,129
505,381
90,451
184,204
351,392
657,226
137,277
6,36
730,315
249,64
243,269
226,437
828,255
805,413
